Week,Date,Apple,Arhar,Atta,Bajra,Banana,Besan,Biscuit,BlackPepper,Bread,Brinjal,Butter,Chicken,Coconut,CoconutOil,Coffee,Coriander,CumminSeed,Eggs,Fish,Ghee,GingellyOil,Gram,GroundnutOil,Gur,Jowar,Maida,Maize,Masur,Meat,Milk,Moong,MustardOil,Onion,Potato,Ragi,RedChillies,Rice,Salt,Sugar,Suji,Tea,Tomato,Turmeric,Urad,Vanaspati,Wheat
213,2018-07-16,133.54,96.82,29.19,24.46,44.37,75.92,8.07,696.09,26.81,30.61,45.47,174.28,93.76,246.41,1007.75,24.54,235.18,60.23,280.01,504.28,203.77,64.4,153.44,49.12,31.43,32.0,26.84,77.74,537.0,47.31,102.83,131.53,42.48,24.63,35.51,25.8,48.74,14.61,37.78,36.93,189.07,33.81,23.48,103.19,99.92,26.97
214,2018-07-23,133.54,95.82,29.81,24.09,43.95,76.33,8.12,681.78,26.88,31.24,44.23,177.97,92.58,246.61,994.78,24.03,232.55,60.24,282.6,496.04,206.9,64.57,155.36,49.37,31.4,31.92,26.49,78.65,544.04,46.63,102.54,136.38,42.64,26.36,36.05,26.15,49.29,14.75,39.07,37.54,186.64,32.08,22.55,100.97,99.33,27.68
215,2018-07-30,132.4,97.92,29.27,24.52,44.04,76.52,8.17,699.37,27.25,31.8,46.23,175.47,95.84,243.82,1014.09,23.71,228.08,62.96,285.09,496.18,208.74,64.42,154.38,48.04,31.57,32.4,26.56,78.04,553.45,46.97,105.27,137.28,42.51,26.21,35.83,26.38,49.34,14.52,39.1,37.94,189.37,31.0,22.99,102.84,98.24,27.57
216,2018-08-06,134.61,96.37,29.5,24.1,46.22,76.35,8.17,681.36,27.86,33.86,45.69,176.86,96.6,247.97,1025.41,24.42,239.1,61.38,283.27,504.06,210.84,63.06,155.49,49.61,31.29,31.57,26.09,80.29,550.84,48.05,103.79,135.25,41.74,26.6,36.39,26.29,48.75,14.58,38.3,38.46,187.3,31.65,22.36,105.04,100.27,28.24
217,2018-08-13,132.42,94.77,29.71,24.58,44.57,76.31,8.24,707.04,27.11,31.21,47.81,179.28,96.5,244.87,1042.53,24.59,234.73,62.95,291.88,505.84,208.36,64.27,155.46,50.46,31.17,32.15,26.64,78.99,546.15,47.21,106.28,135.69,41.82,25.35,36.26,26.37,49.34,14.89,39.48,38.18,188.83,30.4,23.11,103.59,99.3,27.75
218,2018-08-20,133.62,96.19,29.61,24.38,44.02,76.53,8.11,685.58,26.75,31.13,47.36,179.92,94.35,248.01,1016.94,24.62,238.49,62.05,287.57,495.51,214.49,63.77,155.54,49.22,32.12,32.5,26.42,78.86,556.39,48.23,107.49,137.19,40.79,23.95,36.48,26.65,49.73,14.49,39.03,38.06,188.31,30.77,23.42,105.07,101.07,28.34
219,2018-08-27,133.46,95.39,29.42,24.48,44.29,76.65,8.13,705.8,27.58,30.45,45.98,176.68,96.29,252.0,1006.61,24.48,234.13,62.15,278.91,498.16,207.85,65.71,155.47,49.51,32.17,32.66,26.66,78.4,550.96,47.21,108.72,139.05,40.17,23.97,36.04,27.05,48.75,14.72,40.85,38.3,191.35,28.32,22.87,104.76,103.23,27.82
220,2018-09-03,134.58,97.29,29.7,25.13,45.3,77.96,8.08,706.99,27.95,29.23,46.08,182.22,94.43,251.82,1037.8,24.65,237.62,62.71,289.28,494.07,206.49,64.49,157.75,50.65,32.57,33.1,26.44,79.78,566.37,49.11,107.02,137.63,40.23,22.09,36.07,26.85,50.33,15.41,39.09,38.36,193.19,25.52,22.6,102.59,99.91,28.39
221,2018-09-10,138.42,97.82,30.06,25.1,44.69,77.56,8.25,692.56,28.19,28.01,46.77,181.19,98.43,250.07,1011.62,25.12,238.71,61.69,287.39,505.04,214.16,64.18,159.42,49.07,31.66,32.33,26.7,79.73,565.79,47.67,106.53,136.09,38.7,20.37,36.85,27.1,50.48,14.68,39.18,37.62,191.83,26.03,22.88,103.58,101.41,28.78
222,2018-09-17,131.52,99.79,29.26,24.96,43.75,74.45,8.29,706.02,27.66,25.99,47.2,178.17,95.85,247.66,1023.85,24.75,239.47,62.52,288.5,506.86,205.34,65.07,159.3,50.84,32.25,33.12,26.71,79.95,561.02,48.01,104.03,134.77,38.09,21.55,36.45,26.34,49.12,15.08,38.93,38.17,192.18,23.29,22.24,103.92,99.6,27.69
223,2018-09-24,135.75,98.24,29.69,24.42,45.15,77.68,8.25,701.64,27.69,27.31,45.23,176.12,98.42,252.14,1026.11,24.49,234.74,62.09,287.65,494.68,210.77,64.58,155.14,49.69,31.87,32.22,26.88,78.38,565.75,48.34,106.82,135.6,36.47,20.46,36.61,26.77,49.69,14.76,40.09,38.77,192.15,23.74,22.9,104.02,100.37,28.17
224,2018-10-01,131.86,97.59,29.35,24.65,44.14,77.25,8.37,691.65,28.19,26.75,45.11,179.27,98.08,250.49,1028.03,24.43,242.11,61.29,291.44,499.89,219.39,66.16,159.57,49.73,32.43,33.03,26.19,77.68,558.52,47.79,106.79,137.42,35.58,19.52,36.36,26.71,49.94,14.95,39.14,37.95,191.14,20.94,23.14,104.98,100.5,29.01
225,2018-10-08,133.63,98.72,30.04,25.1,45.62,77.01,8.19,684.85,27.19,23.02,45.74,178.31,96.04,244.16,1036.56,24.5,235.78,62.55,292.32,494.07,210.94,64.45,156.71,49.13,32.33,32.77,26.2,79.96,562.5,48.17,107.44,136.23,34.26,19.52,36.84,26.75,49.12,14.97,38.87,38.07,186.88,20.77,22.84,104.28,100.15,28.04
226,2018-10-15,136.03,95.11,28.95,24.72,45.05,76.6,8.25,672.4,27.64,23.1,46.37,179.31,95.71,252.32,1018.29,25.05,231.71,61.96,289.34,496.15,207.71,63.89,158.18,50.07,31.97,31.99,26.83,80.73,566.35,48.35,105.35,137.42,34.5,17.39,36.18,27.04,49.7,15.03,39.58,37.83,193.4,20.84,22.72,100.09,103.22,28.0
227,2018-10-22,134.08,97.78,29.26,25.36,44.01,77.84,8.06,695.16,27.78,23.49,46.23,177.78,97.2,249.92,1021.68,24.4,236.27,61.91,286.96,504.1,210.12,63.23,155.37,51.4,31.69,32.44,26.31,77.83,558.89,48.5,105.49,136.09,31.79,16.49,36.32,26.51,49.39,14.76,38.32,36.76,193.28,20.0,22.92,101.91,99.73,28.2
228,2018-10-29,131.89,98.22,29.54,24.69,44.93,77.55,8.11,671.6,27.82,22.89,46.46,173.39,95.76,252.89,1022.85,24.38,236.04,60.91,287.48,495.33,209.66,64.71,156.97,50.07,32.14,32.21,26.95,80.42,555.46,48.3,103.74,135.1,34.16,17.59,36.65,26.4,48.23,15.13,39.31,37.79,187.96,20.48,22.88,100.65,100.6,27.88
229,2018-11-05,132.16,95.41,29.91,24.56,44.05,75.85,8.2,686.66,27.45,24.42,45.0,176.71,96.61,246.34,1022.51,24.16,235.66,62.99,287.14,496.79,209.68,64.18,156.99,48.74,31.94,32.4,26.52,78.76,546.45,47.63,102.28,134.66,34.88,17.58,36.74,26.64,49.32,14.62,39.81,37.83,187.13,21.25,22.11,103.32,97.35,27.19
230,2018-11-12,134.11,98.2,29.2,24.33,44.37,76.73,8.19,679.51,27.56,23.83,44.21,176.32,95.78,240.32,1019.24,24.59,238.76,62.23,283.86,487.47,210.41,63.38,153.54,49.96,31.32,31.95,26.56,78.17,554.87,47.51,103.6,138.6,35.95,17.6,35.95,25.86,48.18,14.73,39.0,37.32,188.93,19.73,22.57,103.15,99.94,28.11
231,2018-11-19,131.37,97.01,28.91,24.39,43.98,75.3,8.05,686.32,26.67,27.03,45.93,177.92,94.16,249.08,1020.57,24.79,232.54,62.09,287.68,497.05,205.29,65.19,156.84,48.74,30.97,31.8,26.76,77.46,559.11,48.83,102.58,137.24,35.97,18.88,36.9,26.27,49.32,14.69,38.88,36.9,188.19,21.85,23.21,102.93,100.51,26.92
232,2018-11-26,132.52,95.87,29.74,24.22,43.0,74.73,8.05,672.05,27.19,27.04,44.78,174.09,93.44,248.59,1022.59,24.2,231.96,60.85,286.58,494.17,211.79,64.62,157.76,49.72,31.28,32.39,25.98,76.08,558.78,47.87,104.87,138.21,37.38,19.24,36.12,26.23,48.12,14.39,38.84,36.9,185.76,19.18,21.96,101.12,98.21,27.39
233,2018-12-03,131.8,96.79,28.36,24.4,42.94,75.18,7.88,668.06,27.47,27.17,43.92,179.06,95.85,242.72,1013.86,23.98,227.7,59.48,289.35,488.48,207.29,63.92,154.72,49.1,31.89,31.66,25.76,78.32,555.17,46.63,103.26,136.01,36.24,19.13,35.45,25.91,48.27,14.5,39.14,37.56,182.6,24.53,22.25,102.82,95.52,27.86
234,2018-12-10,130.19,98.39,27.96,24.39,43.77,76.3,7.97,675.86,26.92,28.92,45.03,169.82,94.75,244.06,1011.41,23.87,233.04,62.21,287.67,490.18,207.84,64.78,157.0,46.24,31.64,31.93,26.19,76.09,548.08,47.07,102.82,134.15,39.1,21.26,35.94,26.45,49.06,14.53,38.69,38.01,185.67,25.23,22.79,102.56,98.19,27.22
235,2018-12-17,134.39,95.69,28.86,23.76,42.76,76.16,8.07,667.8,27.18,30.02,45.24,176.79,94.51,253.49,983.02,22.98,229.91,60.36,280.6,490.85,203.56,64.07,153.9,47.39,30.64,31.37,25.93,75.76,538.76,46.67,101.78,136.5,38.79,21.65,35.53,25.71,48.33,14.37,38.09,37.59,185.59,25.76,22.44,99.85,97.94,27.0
236,2018-12-24,131.44,95.49,28.39,23.5,42.54,75.55,8.01,663.9,27.23,29.54,44.55,172.45,95.62,244.73,1000.08,23.91,226.91,59.58,284.76,483.28,207.89,62.78,155.33,48.54,30.52,32.04,25.54,77.36,546.15,46.63,98.2,134.05,40.19,23.7,35.77,25.92,47.15,14.85,38.18,36.15,185.36,28.5,21.85,99.3,98.49,27.46
237,2018-12-31,126.6,94.4,28.09,23.25,42.03,75.53,7.98,661.97,26.89,30.18,44.19,174.37,95.91,246.98,1002.36,23.62,221.02,60.3,278.29,477.8,203.15,62.44,149.61,47.77,31.38,30.95,26.03,73.94,546.21,45.85,104.5,134.1,41.95,23.76,35.48,25.98,47.02,14.2,37.03,37.08,183.83,30.57,21.98,100.8,99.75,26.76
238,2019-01-07,129.87,93.69,28.65,23.91,42.7,75.15,7.91,636.71,26.99,31.65,44.22,171.88,94.12,242.78,1002.59,23.63,231.17,60.7,282.97,496.26,203.92,63.67,157.34,46.74,30.33,30.87,25.3,74.04,545.21,46.19,100.59,133.38,43.91,25.88,35.44,26.25,47.12,14.53,37.79,36.23,181.75,29.54,21.83,102.71,96.59,26.55
239,2019-01-14,128.09,95.39,28.38,23.33,43.54,73.94,7.88,658.41,26.56,32.82,43.96,173.82,93.85,238.48,982.37,23.17,221.46,59.55,278.42,480.21,200.14,63.21,155.42,46.83,30.89,31.66,25.29,75.38,549.7,47.36,101.07,128.6,43.67,26.73,34.95,25.76,47.6,14.43,36.66,36.16,184.23,29.59,21.52,102.35,95.76,26.99
240,2019-01-21,130.28,93.23,27.99,22.93,41.49,74.74,7.79,653.83,26.74,32.43,43.26,169.65,94.59,243.23,980.42,23.2,222.77,60.42,276.24,482.3,199.43,62.91,152.04,45.76,30.37,30.75,25.19,75.47,556.79,46.53,99.28,135.38,43.66,26.17,35.67,26.0,47.44,14.23,36.88,36.12,181.5,31.14,21.66,100.74,95.16,26.76
241,2019-01-28,127.25,94.12,27.64,23.68,42.03,74.93,7.91,633.37,26.96,30.94,43.52,167.49,92.43,242.66,979.43,23.13,225.2,60.11,280.02,488.0,203.4,62.03,148.87,46.89,31.18,31.53,24.74,75.45,545.57,44.64,102.42,133.44,43.67,24.29,34.71,25.88,46.56,14.04,35.26,36.59,179.8,29.36,21.53,98.97,96.61,26.32
242,2019-02-04,128.13,93.34,28.4,24.29,42.76,74.78,7.87,639.37,26.77,31.36,44.16,173.07,94.03,242.06,991.49,23.54,219.44,58.24,270.06,502.42,200.03,63.03,152.62,48.37,30.18,31.16,25.05,74.41,543.22,46.72,101.02,133.02,42.89,26.57,34.68,25.66,46.25,14.03,37.08,36.64,180.11,29.75,21.6,100.79,96.78,26.93
243,2019-02-11,128.97,94.33,28.27,23.46,41.77,75.09,7.87,639.54,26.5,31.5,43.97,169.1,94.3,242.67,996.36,23.04,217.95,58.46,272.81,472.89,198.64,61.94,149.48,47.27,30.89,30.67,25.49,77.31,542.75,46.58,99.46,132.3,42.6,26.13,35.26,25.25,47.09,14.06,36.42,36.07,176.07,31.22,21.29,99.04,95.43,26.83
244,2019-02-18,129.44,94.09,27.94,23.7,42.02,74.61,7.76,636.82,26.74,30.8,43.83,169.65,94.4,243.62,977.66,23.81,215.47,59.7,277.78,482.73,198.98,62.39,152.71,48.16,30.48,29.93,25.08,74.21,544.92,45.7,99.92,132.58,42.8,24.14,35.76,25.13,46.74,13.81,37.32,36.04,179.61,28.91,21.09,98.58,96.94,26.51
245,2019-02-25,125.94,94.88,28.67,23.45,41.05,74.27,7.59,640.63,26.9,31.71,43.11,171.9,91.56,242.55,993.53,23.24,224.6,56.7,278.6,475.52,202.39,63.54,152.65,47.18,30.49,30.66,24.88,74.12,539.65,46.3,102.75,131.39,40.46,24.38,34.94,25.6,48.19,13.95,36.87,36.27,181.57,25.48,21.45,96.87,96.52,26.52
246,2019-03-04,127.37,93.11,27.54,23.38,41.93,74.93,7.91,651.69,26.0,27.81,43.58,166.44,92.87,239.7,983.88,22.67,220.26,58.74,277.23,476.57,198.87,61.97,150.35,47.25,29.61,30.7,24.79,73.47,545.47,45.38,100.24,133.31,41.23,21.85,35.39,25.41,46.83,13.86,37.25,36.32,180.71,24.22,21.98,99.63,96.02,26.78
247,2019-03-11,127.19,93.44,27.37,23.71,41.56,74.0,7.76,647.43,27.06,28.41,42.42,170.33,92.82,244.63,981.35,23.05,231.73,57.73,273.52,475.73,200.3,61.33,154.08,47.9,29.54,31.16,24.97,74.47,547.98,45.63,100.1,130.44,39.43,19.73,35.57,25.88,47.97,14.38,36.03,36.62,183.6,25.05,21.48,98.8,94.94,27.04
248,2019-03-18,127.01,92.73,27.71,23.35,42.3,73.32,7.73,621.34,26.61,28.22,43.84,167.62,94.0,238.45,981.29,22.89,218.86,58.54,276.35,473.77,200.83,61.8,153.73,46.8,30.35,31.36,25.14,75.04,547.44,46.83,99.1,132.92,39.49,19.63,35.5,25.85,46.11,14.26,37.21,35.47,179.48,24.42,21.37,99.8,95.55,26.55
249,2019-03-25,131.22,93.49,28.0,23.56,42.47,74.08,7.9,642.77,26.9,27.91,44.63,168.92,94.58,238.62,994.64,22.42,219.34,58.76,280.75,481.06,196.02,63.44,154.29,46.45,30.58,30.44,25.11,75.76,549.92,45.86,97.88,133.72,38.7,20.74,35.09,25.6,45.91,14.32,37.84,36.15,181.52,20.22,21.73,97.03,93.35,26.92
250,2019-04-01,129.2,94.63,28.16,23.62,43.39,73.72,7.8,651.26,27.2,24.72,43.01,169.7,95.88,246.65,991.39,23.7,220.87,58.82,281.97,473.34,197.58,63.01,152.94,47.38,30.09,31.12,24.78,72.98,551.06,45.02,100.5,132.83,35.66,17.2,34.84,25.35,46.29,14.31,37.16,35.69,182.59,21.4,21.48,100.25,96.75,26.94
251,2019-04-08,126.74,95.3,28.04,23.36,42.26,73.97,7.97,642.2,26.44,24.8,43.63,166.34,93.97,246.67,1017.94,23.46,224.03,58.8,280.74,489.17,202.82,62.88,150.85,47.78,30.18,31.18,25.09,74.48,539.93,46.19,101.41,134.05,35.96,17.75,34.46,25.94,47.87,14.26,37.25,36.27,186.73,21.44,22.15,97.32,96.73,27.11
252,2019-04-15,130.73,93.64,28.34,23.95,42.22,74.66,7.94,651.43,26.73,24.38,44.29,168.52,94.24,245.9,982.07,23.47,222.26,58.52,285.38,485.16,200.56,62.78,155.48,46.54,30.92,31.39,25.21,75.43,555.39,46.31,102.78,132.34,35.3,17.29,35.38,25.54,48.36,14.54,37.0,36.28,181.97,21.38,21.63,101.91,97.21,26.89
253,2019-04-22,133.15,96.02,27.82,23.66,42.27,74.32,7.98,663.37,26.95,23.8,44.98,174.13,96.34,243.13,1002.26,23.42,226.54,61.44,283.85,488.96,205.94,63.73,153.81,46.52,31.02,31.25,24.72,75.82,549.77,47.21,98.38,132.82,34.29,16.56,36.1,25.7,46.89,14.21,36.74,36.49,179.71,19.2,21.92,101.55,97.9,26.64
254,2019-04-29,131.8,96.92,28.95,23.56,42.08,75.03,7.8,654.84,26.89,23.54,44.14,173.63,95.76,245.88,992.89,22.99,222.07,61.31,281.16,485.34,206.43,62.96,152.42,47.29,30.85,30.34,25.26,75.46,549.38,46.68,100.32,135.17,35.0,16.6,35.27,25.73,47.27,14.39,37.58,36.25,184.89,19.35,21.55,100.94,98.11,26.9
255,2019-05-06,128.07,96.21,28.48,24.06,42.67,73.9,8.09,648.92,27.82,24.25,44.17,172.04,97.19,248.04,992.6,23.38,221.62,59.11,283.78,487.85,206.58,64.08,157.81,47.96,31.34,31.21,24.46,76.33,551.51,46.61,101.49,136.38,38.24,17.24,36.17,26.09,47.0,14.56,36.47,36.07,188.05,16.59,22.02,102.36,97.9,27.29
256,2019-05-13,130.34,98.29,29.06,23.71,42.46,76.1,8.03,660.34,27.09,22.15,43.61,173.5,96.53,245.5,1007.4,23.91,221.2,61.57,281.32,493.86,210.33,63.56,159.76,48.14,30.69,30.92,25.59,75.19,562.61,47.66,102.73,133.0,37.2,17.15,35.63,26.61,46.79,14.24,37.23,35.93,183.58,22.05,22.04,100.9,98.5,27.92
257,2019-05-20,133.82,95.66,28.89,24.1,42.94,76.25,8.0,653.49,27.3,25.64,45.02,172.98,95.38,248.88,1013.65,23.4,220.8,60.24,286.77,487.23,206.22,63.72,156.7,46.79,31.15,31.46,25.77,78.08,561.26,47.33,102.99,137.29,39.04,17.07,36.23,26.36,48.62,15.12,36.65,37.04,187.17,19.84,22.04,102.63,97.18,27.23
258,2019-05-27,131.14,95.55,29.06,24.2,43.83,75.86,8.09,655.27,27.68,26.01,46.36,177.71,95.62,253.72,1052.64,23.02,227.5,60.94,292.02,494.34,209.09,64.2,161.24,49.35,32.09,32.1,25.92,77.83,555.4,47.04,103.5,136.26,39.0,19.24,36.64,26.34,48.52,14.62,37.41,37.06,188.95,20.51,22.0,103.97,98.61,27.81
259,2019-06-03,133.67,95.38,29.24,24.66,42.62,77.53,7.93,654.38,27.35,26.68,45.54,174.83,95.83,256.94,1018.95,23.89,229.31,61.07,291.95,493.6,206.81,64.7,158.35,47.79,31.61,31.96,25.6,75.67,570.3,48.37,104.73,137.43,38.67,20.87,36.23,26.12,48.61,14.71,38.34,37.12,189.31,22.53,22.07,99.7,99.83,27.54
260,2019-06-10,134.84,99.61,29.33,24.58,44.13,78.13,8.19,678.47,27.74,29.69,45.58,176.69,98.67,253.14,1011.99,24.03,229.32,60.88,295.61,495.74,215.78,65.24,158.25,48.28,31.78,32.47,26.0,76.33,561.9,48.03,103.38,136.29,40.04,21.67,36.75,26.89,47.94,14.98,38.44,38.25,188.05,25.89,22.46,103.41,99.35,27.82
261,2019-06-17,132.63,99.09,29.54,24.54,44.45,76.21,8.08,655.8,28.1,28.36,45.99,179.69,99.69,257.45,1034.11,24.24,236.63,62.49,291.4,490.68,215.52,65.76,158.54,48.07,32.79,32.28,26.55,76.73,573.5,48.14,106.46,137.67,41.93,21.24,36.67,26.6,50.11,14.99,38.38,37.38,186.95,28.01,22.67,104.41,101.74,28.44
262,2019-06-24,134.69,98.72,29.94,24.92,43.78,77.32,8.09,684.59,28.01,29.58,46.01,175.94,100.84,251.43,1009.76,24.54,237.67,62.09,298.08,513.85,211.3,63.1,163.21,50.83,31.47,31.74,26.67,78.95,576.6,48.46,106.24,141.11,42.8,21.78,37.31,27.0,48.97,14.9,38.62,38.65,189.3,26.85,22.54,104.67,100.37,28.31
263,2019-07-01,130.0,99.54,29.64,25.21,42.76,77.66,8.11,676.45,28.21,32.52,45.74,182.3,100.19,259.44,1038.87,24.62,233.56,61.88,294.36,503.82,213.22,65.56,159.7,49.32,32.48,31.37,26.24,77.19,582.79,47.95,105.66,140.28,42.83,23.39,37.27,26.97,49.85,14.98,37.66,38.92,191.44,28.94,22.77,107.15,101.87,27.73
264,2019-07-08,134.26,98.34,29.96,25.05,43.87,77.84,8.41,658.73,28.19,30.75,46.9,175.71,100.95,256.6,1044.62,24.6,229.74,61.48,301.01,517.18,216.69,66.15,163.02,48.77,32.96,32.63,26.41,78.55,590.33,48.47,108.82,140.23,42.76,25.57,37.36,27.46,48.8,14.74,38.66,37.36,193.33,28.71,22.77,104.45,102.18,28.08
265,2019-07-15,136.09,102.85,29.78,24.98,45.21,79.73,8.26,680.71,27.98,31.48,46.74,183.95,99.46,260.61,1058.44,25.01,234.76,62.06,297.34,518.65,213.58,67.84,161.41,50.17,32.3,32.61,26.89,79.72,574.64,48.98,109.19,141.2,47.36,25.24,38.13,27.26,49.8,14.98,38.65,38.5,192.72,28.06,22.9,105.48,103.35,28.84
266,2019-07-22,134.94,100.56,30.47,24.66,44.57,79.11,8.51,656.36,28.69,32.08,46.79,179.86,99.21,260.09,1064.56,24.21,235.53,61.69,300.82,506.31,213.03,66.15,162.19,50.29,32.89,32.41,25.99,79.45,584.32,49.04,108.7,142.67,44.74,25.51,37.9,27.39,50.29,15.23,38.81,38.41,191.73,31.23,22.89,104.3,103.91,28.55
267,2019-07-29,140.2,100.88,29.76,24.82,44.13,79.32,8.33,688.26,29.25,32.93,46.36,180.78,101.73,265.2,1049.88,24.96,236.14,63.24,304.35,509.26,217.79,67.31,165.35,49.79,32.28,32.22,26.53,80.07,585.07,50.07,103.5,143.08,44.63,25.63,37.46,27.65,50.49,15.27,39.63,37.33,194.62,28.76,23.04,108.85,104.02,28.2
268,2019-08-05,135.52,101.9,30.8,25.13,44.56,78.01,8.24,693.0,28.77,32.13,47.84,177.4,101.58,260.14,1057.48,25.07,236.7,62.46,299.86,532.92,216.35,68.52,163.4,50.65,32.49,32.72,27.25,78.88,591.0,49.6,110.3,142.72,44.8,24.98,37.83,28.24,50.53,15.46,38.94,38.15,195.93,30.85,23.93,107.03,100.96,28.4
269,2019-08-12,137.53,101.89,30.17,25.1,45.49,80.59,8.32,678.48,28.92,30.33,47.59,181.28,101.52,264.9,1052.7,24.52,237.44,63.37,302.02,529.41,217.2,66.59,163.81,49.61,33.0,33.04,27.17,80.87,591.43,50.11,109.47,144.92,44.07,24.23,37.94,27.94,50.87,15.25,39.18,39.32,195.29,29.88,23.26,107.09,105.21,29.01
270,2019-08-19,138.79,101.83,29.71,25.29,45.4,79.1,8.58,687.46,29.14,30.29,46.98,180.27,102.07,263.12,1050.63,24.49,238.8,64.82,306.22,519.8,215.0,68.03,166.89,49.94,33.24,33.47,26.99,79.73,589.67,49.73,111.41,145.08,43.75,23.99,38.09,27.7,49.95,15.05,38.44,40.0,192.8,28.12,23.41,107.81,105.85,29.17
271,2019-08-26,141.22,100.85,30.35,25.41,44.99,80.42,8.45,708.18,28.56,29.36,47.97,181.6,102.2,263.99,1070.39,24.78,238.34,64.79,302.2,522.5,213.05,67.27,168.03,48.95,33.42,33.32,26.31,80.17,590.44,50.43,110.5,144.5,43.94,22.13,39.19,27.78,50.88,15.53,39.49,39.53,194.71,28.32,23.38,108.85,103.62,28.88
272,2019-09-02,136.62,102.45,30.08,25.59,44.96,80.73,8.43,681.79,29.56,28.84,47.15,182.92,103.4,264.37,1052.29,24.83,241.36,63.88,298.81,517.85,218.48,67.59,166.63,49.47,33.65,33.96,26.89,80.86,587.64,50.11,111.1,144.17,41.83,20.44,38.35,27.66,50.89,15.62,39.09,39.3,197.66,27.43,23.19,108.66,104.64,29.78
273,2019-09-09,141.06,104.18,30.69,25.42,44.97,81.78,8.5,675.74,29.11,28.23,47.02,185.64,103.54,262.94,1063.94,25.31,241.97,63.88,310.42,524.78,220.42,67.44,164.57,51.7,33.03,32.87,26.69,80.76,600.51,49.93,110.18,145.27,39.98,21.2,37.39,27.56,51.0,15.53,39.75,39.17,192.23,23.23,23.68,111.58,103.38,29.23
274,2019-09-16,139.2,103.62,30.12,25.61,44.65,79.45,8.54,702.93,29.59,27.18,47.05,183.88,102.8,265.41,1057.29,24.87,237.74,65.48,302.15,518.08,217.53,67.54,164.95,51.57,33.54,33.68,27.04,80.67,598.11,49.94,110.86,144.84,39.86,20.61,38.04,27.7,50.91,15.35,39.18,40.0,190.59,21.08,23.19,108.96,102.16,28.86
275,2019-09-23,137.54,103.92,30.19,25.47,46.17,77.93,8.6,707.29,28.83,24.29,46.44,184.04,103.17,265.42,1076.46,24.78,244.81,64.36,304.29,510.15,221.88,70.15,166.04,50.43,32.93,33.33,26.58,79.79,601.13,49.39,111.73,146.04,38.7,17.68,37.47,27.63,50.04,15.57,39.73,40.22,199.19,18.51,23.6,107.86,103.62,28.66
276,2019-09-30,139.87,101.47,29.61,24.81,44.94,80.78,8.63,684.67,29.65,25.89,47.73,180.55,102.8,266.27,1091.54,24.83,237.09,63.63,307.51,514.25,216.12,68.72,166.46,51.49,33.4,33.57,26.46,80.2,594.28,50.22,109.13,145.78,39.5,18.44,38.13,28.07,49.98,16.0,39.55,38.88,196.68,22.04,23.15,107.71,103.82,28.58
277,2019-10-07,139.3,100.84,30.13,25.11,45.81,82.18,8.44,693.96,29.29,24.48,46.32,180.81,101.7,265.78,1052.28,25.37,234.58,62.67,301.63,521.95,214.98,68.88,164.11,50.12,33.1,33.06,26.01,80.4,592.28,49.86,106.46,142.75,38.66,18.47,37.42,27.52,49.35,15.37,40.48,38.16,196.7,17.98,22.92,107.84,103.96,29.01
278,2019-10-14,137.78,101.73,29.32,25.32,45.9,81.59,8.33,695.49,29.19,24.98,46.6,186.86,102.94,267.54,1044.18,24.96,240.69,64.03,300.08,514.35,217.27,68.35,166.97,49.95,33.15,33.64,27.21,78.76,589.64,49.53,108.05,142.52,37.33,16.57,37.85,28.23,51.2,15.09,39.75,38.05,192.38,19.09,23.28,106.37,103.11,28.68
279,2019-10-21,138.65,101.79,29.58,24.93,45.48,80.56,8.41,670.4,29.04,23.9,46.02,180.42,100.5,267.64,1063.88,24.84,236.11,64.25,303.82,519.96,216.84,66.68,165.68,50.03,33.08,33.24,26.51,79.55,597.45,50.39,108.79,142.95,35.95,15.63,37.53,28.02,51.1,15.2,38.36,39.62,196.36,16.55,22.77,108.1,103.22,29.39
280,2019-10-28,137.6,102.8,30.41,25.44,44.48,79.8,8.46,670.47,28.84,24.47,47.07,185.64,103.0,262.03,1063.58,24.79,239.16,62.92,296.72,512.86,218.62,68.08,162.31,49.75,32.21,32.76,26.64,80.24,588.88,48.91,108.07,145.33,36.04,16.38,38.26,27.74,50.99,15.39,38.55,38.88,194.81,19.11,23.22,108.82,103.9,29.25
281,2019-11-04,138.1,99.38,30.33,25.67,44.84,80.8,8.32,686.14,29.25,24.17,46.91,180.59,100.39,266.79,1063.73,25.18,229.35,63.49,301.07,513.47,214.01,68.45,163.4,49.51,32.32,32.94,26.48,78.2,604.68,49.28,105.89,141.12,37.39,16.04,38.03,27.68,50.51,14.94,39.15,38.89,189.86,16.82,22.61,106.89,102.75,28.89
282,2019-11-11,138.64,102.86,30.1,25.5,44.43,79.03,8.3,687.84,28.84,25.41,46.67,180.58,101.8,260.83,1052.87,24.43,241.04,62.77,302.2,522.08,219.06,66.86,163.83,50.28,32.72,32.75,25.97,80.55,585.78,50.0,105.0,143.88,38.18,16.42,38.07,27.44,48.81,15.23,38.46,37.83,196.51,16.84,22.8,106.4,104.08,28.17
283,2019-11-18,139.78,100.66,29.47,24.97,43.73,80.13,8.4,672.18,28.08,25.39,46.1,182.49,100.36,265.09,1053.05,25.02,237.73,62.71,299.86,517.02,219.99,68.06,164.23,49.38,31.92,32.95,25.78,80.37,593.88,49.45,105.88,143.51,38.3,17.93,37.82,27.63,49.35,15.22,37.18,38.2,192.89,18.84,22.38,108.97,103.97,28.27
